hotspot_geometry,hotspot_tag,hotspot_location
"POLYGON ((-6.1958849 53.3054593, -6.195936 53.3051483, -6.1954915 53.3051375, -6.1951318 53.3051578, -6.195027 53.3054239, -6.1954326 53.3054492, -6.1955089 53.3054387, -6.1958849 53.3054593))",parking,
"POLYGON ((-6.1948796 53.3066921, -6.1947604 53.3066719, -6.1948977 53.3063825, -6.1950169 53.3064027, -6.1948796 53.3066921))",parking,
"POLYGON ((-6.1915106 53.3020558, -6.1914766 53.3020588, -6.1914008 53.3020655, -6.1913897 53.3020202, -6.1913798 53.30198, -6.1914897 53.3019704, -6.1915106 53.3020558))",parking,
"POLYGON ((-6.1918138 53.3025185, -6.1915684 53.3025441, -6.1915322 53.3024199, -6.1917776 53.3023943, -6.1918138 53.3025185))",parking,
"POLYGON ((-6.1949971 53.3068401, -6.1946633 53.3067843, -6.1946854 53.3067371, -6.1950192 53.306793, -6.1949971 53.3068401))",parking,
"POLYGON ((-6.19184 53.3063455, -6.1913664 53.3062507, -6.1914141 53.3061561, -6.1918877 53.3062475, -6.19184 53.3063455))",parking,
"POLYGON ((-6.1561667 53.2810656, -6.1561324 53.2809949, -6.1561258 53.2809812, -6.1559756 53.2808657, -6.1553256 53.2806375, -6.154438 53.2803505, -6.1555293 53.2797611, -6.155544 53.2797531, -6.1540993 53.2789979, -6.1539844 53.2789865, -6.1530832 53.2791292, -6.1524925 53.2788125, -6.1517505 53.2784355, -6.1515083 53.2782982, -6.1513642 53.2783703, -6.1498814 53.2791053, -6.1494636 53.2793319, -6.1483923 53.2799358, -6.1495485 53.2807685, -6.1502468 53.2812714, -6.15133 53.281058, -6.1518122 53.2814412, -6.1520525 53.281641, -6.1521527 53.2817571, -6.1521588 53.2817662, -6.1521974 53.2818236, -6.1526167 53.281738, -6.1526906 53.2817229, -6.1536563 53.2815363, -6.1557026 53.281154, -6.1559505 53.2811061, -6.1561667 53.2810656))",university,"Dun Laoghaire Institute of Art, Design, and Technology"
"POLYGON ((-6.1538138 53.2804877, -6.1530596 53.2808842, -6.1529802 53.2808267, -6.152749 53.2806594, -6.1534145 53.2803048, -6.153655 53.280436, -6.15369 53.2804095, -6.1537187 53.2804276, -6.1537559 53.2804511, -6.1538138 53.2804877))",parking,
"POLYGON ((-6.1527399 53.2812917, -6.1521538 53.2815891, -6.1515537 53.2811675, -6.1521608 53.2808687, -6.152544 53.2811486, -6.1527399 53.2812917))",parking,
"POLYGON ((-6.1512467 53.2803179, -6.1508326 53.2805274, -6.1504893 53.2802829, -6.1506203 53.2802184, -6.1507972 53.2803517, -6.1508433 53.2803591, -6.1508733 53.2803528, -6.1510821 53.2802459, -6.1511306 53.2802575, -6.1511706 53.2802671, -6.1512467 53.2803179))",parking,
"POLYGON ((-6.154438 53.2803505, -6.1555293 53.2797611, -6.1553429 53.2796716, -6.1549005 53.2798772, -6.1545363 53.2800464, -6.1545885 53.2800909, -6.1544899 53.2801402, -6.1542657 53.2802524, -6.154438 53.2803505))",parking,
"POLYGON ((-6.153214 53.2795587, -6.1538538 53.2791957, -6.1535899 53.2791384, -6.1530575 53.2794498, -6.1530952 53.279476, -6.1531731 53.2795302, -6.153214 53.2795587))",parking,
"POLYGON ((-6.1533591 53.279242, -6.1532564 53.2791763, -6.15317 53.279221, -6.1530496 53.2791511, -6.1527613 53.2789837, -6.1526563 53.2790367, -6.1523924 53.2788678, -6.1524479 53.2788364, -6.1521216 53.2786681, -6.1520445 53.2787184, -6.1530141 53.2793884, -6.1530486 53.2794123, -6.1533591 53.279242))",parking,
"POLYGON ((-6.1146132 53.252756, -6.1146092 53.2525522, -6.1141049 53.2525409, -6.1141062 53.25265, -6.1139855 53.2526509, -6.1139882 53.2527118, -6.1143503 53.252711, -6.1143503 53.2527568, -6.1146132 53.252756))",parking,
"POLYGON ((-6.1096553 53.2834757, -6.1097411 53.2832785, -6.1097921 53.2832833, -6.110063 53.2826611, -6.1099586 53.2826632, -6.1098994 53.2826659, -6.1098055 53.2828648, -6.1095721 53.2828263, -6.1093924 53.283224, -6.1092976 53.2833319, -6.1093219 53.2833467, -6.1093401 53.2833578, -6.1094353 53.283248, -6.1096446 53.2832817, -6.1096848 53.2832977, -6.1095739 53.2835003, -6.1096149 53.2835283, -6.1096553 53.2834757))",parking,Visitor Car Park
"POLYGON ((-6.1098128 53.2837006, -6.1100335 53.2835703, -6.1102722 53.2834372, -6.1104251 53.283171, -6.11024 53.2831165, -6.1100683 53.2833186, -6.1100308 53.2833747, -6.1099289 53.2834837, -6.1098243 53.2835671, -6.1097513 53.2836471, -6.1098128 53.2837006))",parking,Staff Car Park
"POLYGON ((-6.1099761 53.2825353, -6.1099337 53.282556, -6.1098621 53.2825943, -6.1096372 53.2824709, -6.1096341 53.2823603, -6.1096341 53.2822903, -6.109366 53.2822517, -6.1094431 53.2820711, -6.1098929 53.282143, -6.1097943 53.2823419, -6.1097142 53.2823401, -6.1097296 53.2823843, -6.1099761 53.2825353))",parking,
"POLYGON ((-6.1417306 53.2781035, -6.1416918 53.2780409, -6.1414611 53.2780858, -6.1414562 53.2780791, -6.1412717 53.2778244, -6.1410625 53.2779263, -6.1408302 53.2777782, -6.1406343 53.2778765, -6.1407955 53.2780411, -6.1409434 53.2782534, -6.1417306 53.2781035))",parking,
"POLYGON ((-6.1142022 53.2685128, -6.1142814 53.2685224, -6.1143886 53.2681622, -6.1143055 53.2681518, -6.1142022 53.2685128))",parking,
"POLYGON ((-6.1288431 53.2461206, -6.1289075 53.2461528, -6.1288673 53.2461913, -6.1291838 53.2462892, -6.1292768 53.2462335, -6.1294565 53.2463154, -6.1295718 53.246378, -6.1295003 53.2464304, -6.1299026 53.246599, -6.1304305 53.2462922, -6.1307703 53.2460422, -6.130321 53.2458526, -6.1302298 53.2459008, -6.1302048 53.2461132, -6.1302888 53.2461175, -6.1304122 53.2462121, -6.1299079 53.2464626, -6.1292025 53.2459714, -6.1294037 53.24579, -6.1295405 53.2457419, -6.1299213 53.2454081, -6.1296719 53.2452957, -6.1289851 53.2459794, -6.1288431 53.2461206))",parking,
"POLYGON ((-6.1291523 53.2467377, -6.1293631 53.2465287, -6.129008 53.2464005, -6.1287973 53.2466094, -6.1291523 53.2467377))",parking,
"POLYGON ((-6.1838905 53.2519687, -6.1839133 53.2518523, -6.1839177 53.2517229, -6.1837716 53.2516882, -6.1837728 53.251662, -6.183364 53.2516177, -6.1833117 53.2516121, -6.1832528 53.2516057, -6.1824187 53.2515322, -6.1823546 53.2517759, -6.1838905 53.2519687))",parking,Staff Parking
"POLYGON ((-6.2421631 53.3041205, -6.2421576 53.3041049, -6.2420786 53.3038809, -6.2418634 53.3039079, -6.241887 53.3039748, -6.2419653 53.303965, -6.2420262 53.3041377, -6.2421631 53.3041205))",parking,
"POLYGON ((-6.2219144 53.2677373, -6.2221095 53.267631, -6.222078 53.267601, -6.222041 53.2676157, -6.2220263 53.2676039, -6.221839 53.2676555, -6.2218833 53.2677204, -6.2219144 53.2677373))",parking,
"POLYGON ((-6.2066902 53.2719524, -6.2075295 53.2717947, -6.2077463 53.2719657, -6.2071771 53.2722118, -6.2071352 53.2721764, -6.2070687 53.2722015, -6.2070218 53.2721573, -6.206975 53.2721764, -6.2066902 53.2719524))",parking,
"POLYGON ((-6.2032342 53.2687981, -6.2031319 53.2686608, -6.2033604 53.2685999, -6.2034627 53.2687372, -6.2032342 53.2687981))",parking,
"POLYGON ((-6.2477916 53.3413126, -6.2478314 53.3412539, -6.2479426 53.3412962, -6.2480007 53.3413157, -6.2479842 53.3413396, -6.2479141 53.3413298, -6.2477916 53.3413126))",parking,
"POLYGON ((-6.2478314 53.3412539, -6.2477217 53.3412198, -6.2476891 53.3412069, -6.2476711 53.3412934, -6.247773 53.3413039, -6.2477916 53.3413126, -6.2478314 53.3412539))",parking,
"POLYGON ((-6.2476711 53.3412934, -6.2476891 53.3412069, -6.2476621 53.3411959, -6.2474379 53.3411118, -6.2473444 53.3412324, -6.2473322 53.3412309, -6.2473125 53.3412845, -6.2476541 53.3413179, -6.2476711 53.3412934))",parking,
"POLYGON ((-6.2467539 53.3411285, -6.2469051 53.3409273, -6.2474379 53.3411118, -6.2473444 53.3412324, -6.2473322 53.3412309, -6.2471151 53.3412081, -6.2470938 53.3411931, -6.2470974 53.3411695, -6.2467539 53.3411285))",parking,
"POLYGON ((-6.2465534 53.3411103, -6.2467139 53.3411252, -6.2467539 53.3411285, -6.2469051 53.3409273, -6.2468683 53.3409185, -6.2467686 53.3408852, -6.2466862 53.3409598, -6.2465534 53.3411103))",parking,
"POLYGON ((-6.247766 53.3403716, -6.2476403 53.3403278, -6.2474664 53.3405138, -6.2472744 53.3407128, -6.2471729 53.3408196, -6.2470937 53.3409042, -6.2471518 53.3409236, -6.2472087 53.3409413, -6.247267 53.340881, -6.2474062 53.3407385, -6.2475398 53.3406034, -6.2475915 53.3405523, -6.247691 53.3404505, -6.247766 53.3403716))",parking,
"POLYGON ((-6.2466652 53.3406374, -6.2465828 53.3407258, -6.2466111 53.3407352, -6.2466818 53.3407587, -6.2467833 53.3407924, -6.2468446 53.3408127, -6.2469197 53.3407321, -6.2469276 53.3407241, -6.2466984 53.3406428, -6.2466697 53.3406328, -6.2466652 53.3406374))",parking,
"POLYGON ((-6.2462486 53.3406223, -6.2464314 53.3406851, -6.2464372 53.3406797, -6.2465291 53.340592, -6.2466228 53.3404924, -6.2467005 53.3404111, -6.2466777 53.3404043, -6.2466556 53.3403948, -6.2466181 53.340435, -6.2465538 53.3404109, -6.2464806 53.340386, -6.2464114 53.3404499, -6.2463 53.3405671, -6.2462486 53.3406223))",parking,
"POLYGON ((-6.2465538 53.3404109, -6.2465882 53.3403747, -6.2465604 53.3403653, -6.2465151 53.3403499, -6.2464806 53.340386, -6.2465538 53.3404109))",parking,
"POLYGON ((-6.2466228 53.3404924, -6.2467598 53.3405397, -6.2468003 53.3404947, -6.2469657 53.3403026, -6.2469989 53.340264, -6.2469379 53.340239, -6.2469674 53.3401969, -6.2469227 53.3401804, -6.2467533 53.3403528, -6.2467296 53.3403789, -6.2466228 53.3404924))",parking,
"POLYGON ((-6.2402988 53.3158181, -6.2402961 53.3159337, -6.2401117 53.3159322, -6.2401144 53.3158166, -6.2402988 53.3158181))",parking,
"POLYGON ((-6.2388677 53.3160786, -6.2385375 53.31604, -6.2383599 53.3160192, -6.2383978 53.3158569, -6.2388653 53.3158581, -6.2388655 53.3158757, -6.2388902 53.3158759, -6.2388789 53.3159778, -6.2388728 53.3160324, -6.2388677 53.3160786))",parking,
"POLYGON ((-6.2407088 53.3159426, -6.2404276 53.3159415, -6.240429 53.3158186, -6.2407101 53.3158197, -6.2407088 53.3159426))",parking,
"POLYGON ((-6.23987 53.3159281, -6.239331 53.3159265, -6.239332 53.3158069, -6.2393618 53.315807, -6.2395955 53.3158077, -6.2398422 53.3158084, -6.239871 53.3158085, -6.2398706 53.3158512, -6.2398703 53.3158957, -6.23987 53.3159281))",parking,
"POLYGON ((-6.2399318 53.3159848, -6.2400102 53.3159989, -6.2402017 53.3160333, -6.240059 53.316167, -6.2399986 53.316144, -6.2399388 53.3161333, -6.2398864 53.3162372, -6.2398114 53.3162237, -6.2399318 53.3159848))",parking,
"POLYGON ((-6.2407331 53.3144307, -6.2404597 53.3144301, -6.2404614 53.3143467, -6.2403614 53.3142936, -6.240234 53.3141391, -6.2401889 53.3140448, -6.2401505 53.3139988, -6.2402849 53.3139916, -6.2404463 53.3140109, -6.2406863 53.3140966, -6.2407563 53.3141448, -6.2407501 53.3143962, -6.2407331 53.3144307))",parking,
"POLYGON ((-6.2462582 53.341124, -6.2463756 53.34116, -6.2464504 53.3411838, -6.2464789 53.3411947, -6.2465024 53.3411681, -6.2465305 53.3411363, -6.2466862 53.3409598, -6.246478 53.3408864, -6.2463901 53.3409803, -6.2462582 53.341124))",parking,
"POLYGON ((-6.2468003 53.3404947, -6.2468294 53.3405047, -6.2470569 53.3405832, -6.247234 53.3404004, -6.2471146 53.3403542, -6.2469657 53.3403026, -6.2468003 53.3404947))",parking,
"POLYGON ((-6.2470214 53.3406253, -6.2470569 53.3405832, -6.247234 53.3404004, -6.2472748 53.3403635, -6.2473998 53.3404079, -6.2473382 53.3404729, -6.2471512 53.3406702, -6.2470214 53.3406253))",parking,
"POLYGON ((-6.2473382 53.3404729, -6.2474664 53.3405138, -6.2472744 53.3407128, -6.2471512 53.3406702, -6.2473382 53.3404729))",parking,
"POLYGON ((-6.2474852 53.3407997, -6.2477199 53.340883, -6.2478212 53.3409194, -6.2478333 53.340907, -6.2479897 53.340745, -6.2477748 53.3406746, -6.2478999 53.3405493, -6.2477816 53.3405067, -6.2476994 53.3405893, -6.2476457 53.3406413, -6.2475958 53.3406902, -6.2475047 53.3407802, -6.2474852 53.3407997))",parking,
"POLYGON ((-6.2478333 53.340907, -6.2479897 53.340745, -6.2480978 53.3406377, -6.2481975 53.3406695, -6.2479243 53.3409386, -6.2478333 53.340907))",parking,
"POLYGON ((-6.2479725 53.3412157, -6.2481065 53.3410789, -6.2479864 53.341037, -6.2479197 53.3411051, -6.2478528 53.3411741, -6.2478979 53.3411897, -6.2479725 53.3412157))",parking,
"POLYGON ((-6.2471821 53.3418802, -6.2470865 53.3418708, -6.2470377 53.3418655, -6.2469812 53.3418595, -6.2469972 53.3418167, -6.2468935 53.3417983, -6.2469262 53.3416994, -6.2469441 53.3416451, -6.2470387 53.3416527, -6.2472394 53.3416698, -6.2472286 53.3417043, -6.2471821 53.3418802))",parking,
"POLYGON ((-6.2456518 53.3407047, -6.2452387 53.3405766, -6.2454023 53.3403379, -6.2453971 53.340326, -6.2454046 53.340314, -6.2451821 53.3402319, -6.2450805 53.3401922, -6.2451475 53.3400977, -6.2450751 53.3400545, -6.2451526 53.3400053, -6.2451637 53.3398589, -6.2453064 53.339705, -6.2455043 53.3396974, -6.2456625 53.3397742, -6.2458986 53.3395455, -6.2459865 53.3395772, -6.2460857 53.339613, -6.2461517 53.3396365, -6.2461691 53.3396192, -6.2463751 53.3396926, -6.2463593 53.3397083, -6.2465229 53.3397667, -6.2464096 53.33988, -6.2463864 53.3398717, -6.2463111 53.339947, -6.2462769 53.3399812, -6.2463117 53.3399936, -6.2460171 53.3402884, -6.2456518 53.3407047))",hospital,The National Maternity Hospital
"POLYGON ((-6.2466626 53.3413112, -6.2464752 53.3412901, -6.2464147 53.3412642, -6.2464543 53.3412226, -6.2464789 53.3411947, -6.2465024 53.3411681, -6.2465243 53.3411689, -6.2465305 53.3411363, -6.2465534 53.3411103, -6.2466862 53.3409598, -6.2467532 53.340892, -6.2467686 53.3408852, -6.2468683 53.3409185, -6.2469051 53.3409273, -6.2467539 53.3411285, -6.2466925 53.3412027, -6.2466626 53.3413112))",college,Hibernia College Dublin
"POLYGON ((-6.2443713 53.3421918, -6.244389 53.3421576, -6.2444085 53.3421091, -6.244506 53.3418657, -6.244414 53.3418496, -6.2441985 53.3418221, -6.2441177 53.3421096, -6.2443713 53.3421918))",parking,
"POLYGON ((-6.244346 53.3414884, -6.2445227 53.3415093, -6.2445384 53.3415111, -6.244589 53.3413569, -6.2446385 53.3412024, -6.2446194 53.3412002, -6.2444459 53.3411801, -6.2443779 53.341389, -6.2444083 53.3413925, -6.2444468 53.341397, -6.2444351 53.3414321, -6.2443674 53.341424, -6.244346 53.3414884))",parking,
"POLYGON ((-6.24427 53.3417169, -6.2443209 53.3415632, -6.2445082 53.3415848, -6.2444703 53.3417018, -6.2444693 53.3417229, -6.2444684 53.3417433, -6.24427 53.3417169))",parking,
"POLYGON ((-6.1293492 53.2912014, -6.1292066 53.2910946, -6.1293655 53.2910188, -6.1294376 53.2910728, -6.1295081 53.2911256, -6.1293492 53.2912014))",parking,
"POLYGON ((-6.2493867 53.3411118, -6.2493419 53.34115, -6.2492764 53.3411309, -6.2492553 53.3411506, -6.2491155 53.3412816, -6.2491051 53.3412924, -6.2491 53.3412977, -6.24897 53.3414286, -6.2488718 53.3415342, -6.2489608 53.3415676, -6.2489969 53.3415781, -6.2490953 53.341473, -6.2492323 53.3413351, -6.2492422 53.3413249, -6.249441 53.3411299, -6.2493867 53.3411118))",parking,
"POLYGON ((-6.2492553 53.3411506, -6.2491337 53.3411079, -6.2489799 53.3412591, -6.2488567 53.3413891, -6.2487591 53.3414908, -6.2488075 53.3415101, -6.2488718 53.3415342, -6.24897 53.3414286, -6.2491051 53.3412924, -6.2491155 53.3412816, -6.2492553 53.3411506))",parking,
"POLYGON ((-6.2483789 53.3412303, -6.2482888 53.3413269, -6.2485902 53.3414305, -6.2486508 53.3414537, -6.248744 53.3413566, -6.2483789 53.3412303))",parking,
"POLYGON ((-6.248056 53.3428864, -6.2478452 53.3428337, -6.2475517 53.3427678, -6.2472444 53.3426949, -6.2469292 53.3426159, -6.2469378 53.3426013, -6.2469709 53.3425491, -6.2469951 53.3425011, -6.2472518 53.3425667, -6.247232 53.3425873, -6.2474603 53.3426418, -6.2474924 53.3426264, -6.2475387 53.3426391, -6.2475887 53.3426499, -6.2479601 53.3427406, -6.2479527 53.3427553, -6.2481169 53.3427988, -6.248056 53.3428864))",parking,
"POLYGON ((-6.2424266 53.342064, -6.2424884 53.3419825, -6.2425612 53.3419402, -6.2426249 53.3419108, -6.2427231 53.3419032, -6.2428032 53.3419184, -6.2432344 53.3420542, -6.2432071 53.3420922, -6.2431725 53.3421172, -6.2431234 53.3421378, -6.2430706 53.3421422, -6.2427668 53.3421074, -6.2424266 53.342064))",parking,
"POLYGON ((-6.2440208 53.341189, -6.2436413 53.3411542, -6.2436413 53.3411245, -6.2435191 53.3411146, -6.2434963 53.3411653, -6.2434218 53.3411579, -6.2434508 53.341038, -6.2435833 53.3410429, -6.2436395 53.3408003, -6.2441072 53.3409956, -6.2440843 53.3410057, -6.2440526 53.3410982, -6.2440898 53.3411027, -6.2440608 53.3411874, -6.2440208 53.341189))",parking,
"POLYGON ((-6.16283 53.2883452, -6.1618659 53.2885901, -6.1618142 53.2885174, -6.1616648 53.2885554, -6.1615995 53.2884635, -6.1617499 53.2884252, -6.1618053 53.2884112, -6.1618584 53.2883977, -6.1627129 53.2881806, -6.16283 53.2883452))",parking,
"POLYGON ((-6.1627574 53.2884579, -6.1625872 53.2884978, -6.1625687 53.2884697, -6.162739 53.2884298, -6.1627574 53.2884579))",parking,
"POLYGON ((-6.1624468 53.2885311, -6.1628353 53.2891611, -6.1627625 53.2891771, -6.1623741 53.2885471, -6.1624468 53.2885311))",parking,
"POLYGON ((-6.2151296 53.3037339, -6.2151858 53.3038069, -6.2151632 53.3038131, -6.2151887 53.3038462, -6.2151163 53.3038661, -6.2152717 53.3040679, -6.2155043 53.3040039, -6.215373 53.3038335, -6.2157038 53.3037425, -6.215598 53.3036051, -6.2151296 53.3037339))",parking,
"POLYGON ((-6.2366635 53.3107001, -6.2359097 53.3103458, -6.236109 53.3102124, -6.2367068 53.3104706, -6.236762 53.3106126, -6.2366635 53.3107001))",parking,
"POLYGON ((-6.1796518 53.2980561, -6.1796243 53.2981022, -6.1792846 53.2980299, -6.179312 53.2979838, -6.1796518 53.2980561))",parking,
"POLYGON ((-6.1790831 53.2976964, -6.1790372 53.2976525, -6.1789183 53.2976328, -6.1789372 53.2976, -6.1790597 53.2976118, -6.1794081 53.2975768, -6.1794413 53.2977434, -6.1798481 53.2978026, -6.1798447 53.2978297, -6.1790831 53.2976964))",parking,
"POLYGON ((-6.1795794 53.2983778, -6.1796629 53.2983888, -6.1795058 53.2988132, -6.1794224 53.2988022, -6.1795794 53.2983778))",parking,
"POLYGON ((-6.179071 53.297987, -6.1790103 53.297974, -6.1790671 53.2978791, -6.1791279 53.2978921, -6.179071 53.297987))",parking,
"POLYGON ((-6.1795091 53.2983512, -6.1793896 53.298686, -6.1792968 53.2986741, -6.1794163 53.2983393, -6.1795091 53.2983512))",parking,
"POLYGON ((-6.1791341 53.2984335, -6.1790491 53.2986633, -6.1789906 53.2986555, -6.1790756 53.2984258, -6.1791341 53.2984335))",parking,
"POLYGON ((-6.1791885 53.2982787, -6.1791686 53.2983287, -6.1791122 53.2983207, -6.1791322 53.2982706, -6.1791885 53.2982787))",parking,
"POLYGON ((-6.1789326 53.2981806, -6.1788211 53.2981579, -6.1787725 53.2981739, -6.1788007 53.2982021, -6.1788272 53.2981917, -6.1788495 53.2982135, -6.1789326 53.2981806))",parking,
"POLYGON ((-6.1793116 53.2979722, -6.1792488 53.2979596, -6.1792703 53.2979212, -6.1793331 53.2979338, -6.1793116 53.2979722))",parking,
"POLYGON ((-6.2326986 53.3079134, -6.232969 53.3079185, -6.2336692 53.3080573, -6.2336189 53.3081433, -6.2334768 53.3081153, -6.2333572 53.3084084, -6.2326934 53.3084135, -6.2326934 53.3080739, -6.2326553 53.3080138, -6.2325981 53.3079703, -6.2326848 53.3079589, -6.2326986 53.3079134))",parking,Car Park W1
"POLYGON ((-6.2304469 53.3083397, -6.2303142 53.3086272, -6.2312148 53.3087611, -6.2317878 53.3089123, -6.2318623 53.3089052, -6.231902 53.3088484, -6.2318792 53.3084921, -6.2313298 53.3084341, -6.2304469 53.3083397))",parking,
"POLYGON ((-6.2311695 53.308834, -6.2310231 53.3088007, -6.2306083 53.3087424, -6.2305804 53.3088194, -6.230197 53.3087694, -6.2300785 53.3088111, -6.2300297 53.3089361, -6.2301099 53.3089506, -6.2300959 53.3089985, -6.2309673 53.3091172, -6.2309813 53.3090673, -6.2310963 53.3090818, -6.2311695 53.308834))",parking,
"POLYGON ((-6.2322988 53.3094505, -6.2326962 53.3094401, -6.232704 53.3094677, -6.2325272 53.3094749, -6.2325497 53.3098034, -6.2325542 53.3098685, -6.2325533 53.3099378, -6.2324696 53.3099336, -6.2324069 53.3099128, -6.2323511 53.3098608, -6.2323163 53.309792, -6.232271 53.3097254, -6.2322152 53.3096337, -6.2321943 53.3094859, -6.2322988 53.3094505))",parking,
"POLYGON ((-6.2348394 53.3102319, -6.2348045 53.3102319, -6.2347402 53.3102816, -6.2344317 53.3102928, -6.2343888 53.3102688, -6.234421 53.3102463, -6.2343459 53.3102496, -6.2342305 53.3103329, -6.2337182 53.3103425, -6.2336914 53.3103313, -6.2336727 53.3103441, -6.2335895 53.3102928, -6.2336458 53.3102592, -6.2335975 53.3102015, -6.2335696 53.3101369, -6.2335502 53.3100919, -6.2337489 53.3100586, -6.2337768 53.3101003, -6.2339232 53.3100107, -6.2340103 53.3100003, -6.2340835 53.3100169, -6.2341044 53.3100024, -6.2342125 53.3100607, -6.234819 53.3100357, -6.2348394 53.3102319))",parking,
"POLYGON ((-6.2331842 53.3099191, -6.2331814 53.3098046, -6.2331807 53.3097754, -6.2341665 53.3097537, -6.2343205 53.3097504, -6.2343345 53.309892, -6.2331842 53.3099191))",parking,
"POLYGON ((-6.2438385 53.3015213, -6.2438435 53.3014969, -6.243253 53.3014606, -6.2428114 53.3015089, -6.2428212 53.3015301, -6.243257 53.3014854, -6.2438385 53.3015213))",parking,
"POLYGON ((-6.2428447 53.3015663, -6.242872 53.3015889, -6.2433708 53.3015735, -6.2438298 53.3016, -6.2438375 53.3015614, -6.2433709 53.3015374, -6.2428447 53.3015663))",parking,
"POLYGON ((-6.2427093 53.3015201, -6.2407977 53.3018718, -6.2408643 53.3019683, -6.2427695 53.3016083, -6.2427594 53.3015825, -6.2409067 53.3019265, -6.2408765 53.3018854, -6.2427353 53.3015435, -6.2427093 53.3015201))",parking,
"POLYGON ((-6.2446537 53.3012616, -6.2448794 53.301415, -6.2448689 53.3014593, -6.2447513 53.3014407, -6.2446988 53.3013992, -6.2446702 53.3013577, -6.2446537 53.3012616))",parking,
"POLYGON ((-6.2450903 53.3017579, -6.2450344 53.3018882, -6.245012 53.3019818, -6.2449469 53.3023595, -6.2449972 53.3024211, -6.2450866 53.3024537, -6.2450879 53.3024151, -6.2451043 53.302326, -6.2451602 53.3020353, -6.2451686 53.3018966, -6.2451938 53.3018231, -6.2451574 53.301778, -6.2450903 53.3017579))",parking,
"POLYGON ((-6.2356653 53.3101533, -6.235649 53.3099646, -6.2360439 53.3099548, -6.2360575 53.3101354, -6.2357384 53.31015, -6.2356653 53.3101533))",parking,
"POLYGON ((-6.2353651 53.3102223, -6.2350743 53.3102298, -6.235062 53.3102544, -6.2350674 53.3102832, -6.2353678 53.3102736, -6.2353651 53.3102223))",parking,
"POLYGON ((-6.2337577 53.3077392, -6.2334072 53.3076856, -6.2335397 53.3073429, -6.2338818 53.3074012, -6.2338649 53.3074387, -6.2337577 53.3077392))",parking,Bus Parking
"POLYGON ((-6.1790959 53.3012425, -6.1788417 53.3013882, -6.1787772 53.301348, -6.1788232 53.3013217, -6.17877 53.3012885, -6.1789782 53.3011692, -6.1790959 53.3012425))",parking,
"POLYGON ((-6.2365805 53.3053481, -6.2365169 53.3053082, -6.236638 53.3052772, -6.2371808 53.3051381, -6.2372474 53.3051033, -6.2374072 53.3050858, -6.2373889 53.3051473, -6.2371849 53.3051714, -6.2367532 53.3052812, -6.2365805 53.3053481))",parking,
"POLYGON ((-6.2372618 53.3054204, -6.2372145 53.3054336, -6.2371119 53.305562, -6.2371267 53.3055889, -6.2372618 53.3054204))",parking,
"POLYGON ((-6.2042108 53.2891171, -6.2040816 53.2892106, -6.2044504 53.2893913, -6.2045225 53.2893359, -6.2044317 53.2892217, -6.2042108 53.2891171))",parking,
"POLYGON ((-6.2050289 53.2889442, -6.2047709 53.2890344, -6.2044269 53.2888423, -6.2044539 53.2888162, -6.204631 53.2887564, -6.2046441 53.2887626, -6.2048591 53.2888641, -6.2050289 53.2889442))",parking,
"POLYGON ((-6.2053565 53.2877182, -6.2052784 53.2877156, -6.2052901 53.2875898, -6.2053682 53.2875924, -6.2053565 53.2877182))",parking,
"POLYGON ((-6.20533 53.2879604, -6.2052518 53.2879578, -6.2052635 53.2878321, -6.2053417 53.2878347, -6.20533 53.2879604))",parking,
"POLYGON ((-6.2063402 53.287634, -6.2064255 53.2876362, -6.2063854 53.2881952, -6.2063002 53.288193, -6.2063402 53.287634))",parking,
"POLYGON ((-6.2001818 53.2914732, -6.199453 53.2916732, -6.1992853 53.2915826, -6.1991779 53.2915239, -6.1992681 53.2914902, -6.1993076 53.2915111, -6.199789 53.2913437, -6.1998346 53.29139, -6.2000329 53.29132, -6.2001818 53.2914732))",parking,
"POLYGON ((-6.1421973 53.2717828, -6.1421155 53.2718277, -6.14207 53.2717981, -6.1421518 53.2717532, -6.1421973 53.2717828))",parking,
"POLYGON ((-6.1432514 53.2711378, -6.1431944 53.2711725, -6.142839 53.270964, -6.142896 53.2709292, -6.1432514 53.2711378))",parking,
"POLYGON ((-6.1420417 53.27164, -6.1419952 53.2716691, -6.1413984 53.2713274, -6.1414449 53.2712984, -6.1420417 53.27164))",parking,
"POLYGON ((-6.1415244 53.2715449, -6.1411422 53.2713203, -6.141214 53.2712766, -6.1415962 53.2715012, -6.1415244 53.2715449))",parking,
"POLYGON ((-6.1427542 53.2708568, -6.1426972 53.2708915, -6.1423418 53.270683, -6.1423988 53.2706483, -6.1427542 53.2708568))",parking,
"POLYGON ((-6.1419388 53.2709667, -6.1416171 53.2711718, -6.1415603 53.27114, -6.1418821 53.2709348, -6.1419388 53.2709667))",parking,
"POLYGON ((-6.1415687 53.2711824, -6.1414279 53.2712666, -6.1413809 53.2712385, -6.1415217 53.2711543, -6.1415687 53.2711824))",parking,
"POLYGON ((-6.1422104 53.2706116, -6.1418939 53.2708081, -6.1418541 53.2707852, -6.1421706 53.2705887, -6.1422104 53.2706116))",parking,
"POLYGON ((-6.1119729 53.1930838, -6.1119026 53.1929637, -6.1112857 53.1930933, -6.1113561 53.1932135, -6.1119729 53.1930838))",parking,
