hotspot_geometry,hotspot_tag,hotspot_location
"POLYGON ((-6.2589633 53.3461952, -6.2587795 53.3461955, -6.258762 53.3461963, -6.2586949 53.3461392, -6.258617 53.3459974, -6.2586143 53.3459633, -6.2586013 53.3459636, -6.2585984 53.3459261, -6.258773 53.3459031, -6.2589611 53.3459042, -6.2589625 53.3460821, -6.2589633 53.3461952))",college,College of Computing Technology
"POLYGON ((-6.2806116 53.3280231, -6.2802682 53.3279014, -6.2805257 53.3276707, -6.2806518 53.3277684, -6.2807591 53.3278325, -6.2808315 53.3278998, -6.280751 53.3279558, -6.2807054 53.327935, -6.2806116 53.3280231))",parking,
"POLYGON ((-6.2787742 53.3270123, -6.2788493 53.3270267, -6.2788279 53.3270716, -6.2789057 53.3270828, -6.2789298 53.3270475, -6.2789995 53.3270587, -6.2791149 53.3268825, -6.279226 53.3269031, -6.2793053 53.3269178, -6.2794314 53.3268297, -6.2795816 53.3267592, -6.2797854 53.3266695, -6.2798123 53.3266182, -6.2791202 53.3264644, -6.2787742 53.3270123))",parking,
"POLYGON ((-6.2814189 53.3283755, -6.2809956 53.3286133, -6.280637 53.3283729, -6.2804883 53.3282235, -6.2806437 53.3280984, -6.2805794 53.328068, -6.2807376 53.3279606, -6.2808565 53.3280137, -6.281038 53.328116, -6.2814189 53.3283755))",parking,
"POLYGON ((-6.2826795 53.3284524, -6.2830711 53.328249, -6.283098 53.3282057, -6.2831006 53.3281512, -6.2827251 53.3279174, -6.282245 53.3282233, -6.2825669 53.3284492, -6.2826259 53.328414, -6.2826795 53.3284524))",parking,
"POLYGON ((-6.287755 53.334861, -6.2875406 53.3348294, -6.2876391 53.3345915, -6.2878535 53.3346231, -6.287755 53.334861))",parking,
"POLYGON ((-6.2873889 53.3348159, -6.2875236 53.3348341, -6.2875267 53.3348815, -6.2873241 53.3349518, -6.2872293 53.3350096, -6.2867492 53.3345203, -6.2867706 53.334357, -6.2875029 53.334397, -6.2874937 53.3344617, -6.2874841 53.3345299, -6.2873889 53.3348159))",parking,
"POLYGON ((-6.2923607 53.3406183, -6.2922699 53.3406375, -6.2925779 53.3410656, -6.2926612 53.3410512, -6.2923607 53.3406183))",parking,
"POLYGON ((-6.2916455 53.3395882, -6.2914432 53.3396471, -6.2920548 53.3405963, -6.2922154 53.3405603, -6.2923059 53.3405395, -6.2916455 53.3395882))",parking,
"POLYGON ((-6.2661054 53.3470458, -6.2663195 53.3470168, -6.2664609 53.3470006, -6.2665045 53.3471149, -6.2667581 53.3470818, -6.2667845 53.3471575, -6.2669074 53.3471433, -6.2669437 53.3472362, -6.2670035 53.3473871, -6.2670091 53.3474012, -6.2665758 53.3474627, -6.266556 53.3474021, -6.2665121 53.3472674, -6.2665071 53.3472521, -6.2664622 53.3472308, -6.2662742 53.347255, -6.2661861 53.3472663, -6.2661751 53.3472362, -6.2661054 53.3470458))",parking,
"POLYGON ((-6.282388 53.3136645, -6.2826611 53.3137285, -6.2826773 53.3137037, -6.2828386 53.3134577, -6.2825086 53.3133832, -6.2824752 53.3134089, -6.2823368 53.313393, -6.2823255 53.3134397, -6.2823499 53.3135243, -6.282388 53.3136645))",parking,
"POLYGON ((-6.2684299 53.2918386, -6.2683613 53.2920821, -6.268026 53.2920486, -6.2680122 53.2920943, -6.2676628 53.2920614, -6.2676708 53.2920246, -6.267604 53.2920152, -6.2675582 53.2920085, -6.2674981 53.2921964, -6.2667987 53.2921231, -6.2668098 53.2920759, -6.2662368 53.2920054, -6.2663991 53.2917019, -6.2665695 53.2916921, -6.26768 53.2917386, -6.2684396 53.2918239, -6.2684299 53.2918386))",parking,
"POLYGON ((-6.2670967 53.2683411, -6.2665039 53.2683956, -6.2665012 53.2684534, -6.2664312 53.2685029, -6.266402 53.2685689, -6.2668231 53.2685978, -6.2668899 53.2686039, -6.2671637 53.2685785, -6.2670967 53.2683411))",parking,
"POLYGON ((-6.2660386 53.267819, -6.2658915 53.2678237, -6.2657748 53.2672119, -6.2659785 53.2672005, -6.266041 53.2675218, -6.266 53.2675227, -6.2660386 53.267819))",parking,
"POLYGON ((-6.2658011 53.3435978, -6.2659755 53.3435649, -6.2668359 53.3434025, -6.2666781 53.3431085, -6.2660929 53.3432205, -6.2660027 53.3430524, -6.265906 53.3430732, -6.2658147 53.3430929, -6.2658011 53.3435978))",parking,Lower Yard
"POLYGON ((-6.309891 53.2620746, -6.3097462 53.2622575, -6.3096423 53.2622294, -6.309604 53.262219, -6.3096711 53.2621388, -6.3097516 53.2620345, -6.3097839 53.2620438, -6.309891 53.2620746))",parking,
"POLYGON ((-6.3096416 53.2613526, -6.3095065 53.2614552, -6.3093036 53.2616093, -6.3091803 53.26155, -6.3095236 53.2612981, -6.3096416 53.2613526))",parking,
"POLYGON ((-6.3097382 53.2609178, -6.3097328 53.2608216, -6.3096336 53.2607927, -6.3096496 53.2607333, -6.3095692 53.2607061, -6.3095906 53.2606146, -6.3095263 53.2606082, -6.3095048 53.2606996, -6.3095531 53.2607125, -6.309545 53.2607815, -6.3096336 53.2608168, -6.3096175 53.2608841, -6.3097382 53.2609178))",parking,
"POLYGON ((-6.309891 53.2611826, -6.3098159 53.2611794, -6.3098213 53.2607558, -6.3098937 53.2607606, -6.309891 53.2611826))",parking,
"POLYGON ((-6.3099045 53.2625912, -6.3099393 53.2624436, -6.3097516 53.2624083, -6.3097811 53.2623602, -6.309588 53.262296, -6.3093653 53.2623634, -6.3093036 53.2623891, -6.3094833 53.2625158, -6.3095263 53.2625335, -6.3096362 53.2625575, -6.3098374 53.2625864, -6.3099045 53.2625912))",parking,
"POLYGON ((-6.2679 53.3406749, -6.2676686 53.3407128, -6.2676943 53.340764, -6.2679474 53.3407205, -6.2679 53.3406749))",parking,
"POLYGON ((-6.2789114 53.3439787, -6.278857 53.3438586, -6.2787986 53.3437297, -6.2786076 53.3437603, -6.2786318 53.3439214, -6.2781024 53.3439716, -6.2780447 53.3439771, -6.2780692 53.3440796, -6.2781777 53.3440758, -6.2782052 53.3440748, -6.2783555 53.3440574, -6.278467 53.3440458, -6.2789114 53.3439787))",parking,
"POLYGON ((-6.3184236 53.2254425, -6.3182814 53.225176, -6.3181875 53.2250347, -6.3179998 53.2248163, -6.3178161 53.2246557, -6.317894 53.2246825, -6.3179622 53.2247264, -6.3180537 53.2248018, -6.3182894 53.2250893, -6.3183755 53.2252306, -6.3184209 53.2253414, -6.3184236 53.2254425))",parking,
"POLYGON ((-6.2666085 53.2892552, -6.266605 53.2892399, -6.2666135 53.2890934, -6.2666584 53.2890934, -6.266685 53.2887022, -6.2665955 53.2886902, -6.2661858 53.288665, -6.2661109 53.2892397, -6.2662579 53.2892421, -6.2664944 53.2892532, -6.2666085 53.2892552))",parking,
"POLYGON ((-6.2771031 53.3509089, -6.2784453 53.350743, -6.2783534 53.351119, -6.2778118 53.3510677, -6.2773584 53.3510862, -6.2771387 53.3511101, -6.2771168 53.350986, -6.2771031 53.3509089))",parking,
"POLYGON ((-6.2698142 53.3423433, -6.2694015 53.3423749, -6.2694006 53.3424264, -6.2694224 53.3424264, -6.269416 53.3424721, -6.2694071 53.342525, -6.2695618 53.3425327, -6.269556 53.3425653, -6.269667 53.3425856, -6.2697213 53.3425877, -6.2697293 53.3425518, -6.2698142 53.3423433))",parking,
"POLYGON ((-6.2927858 53.3450037, -6.2927847 53.3450114, -6.2927036 53.3450082, -6.2918424 53.3450439, -6.2915451 53.3450562, -6.2915323 53.3449333, -6.2915636 53.3449319, -6.2915505 53.3448598, -6.2915401 53.3448037, -6.2915225 53.3446796, -6.2914797 53.3446516, -6.2914532 53.3444559, -6.2914065 53.3441975, -6.2914059 53.3441376, -6.2913404 53.3438126, -6.2913079 53.3436516, -6.2913092 53.343539, -6.2914904 53.3433813, -6.2919785 53.3433396, -6.292726 53.343287, -6.2927926 53.3432819, -6.2935986 53.3432331, -6.2936621 53.3432295, -6.2946162 53.3431754, -6.2946595 53.3433169, -6.2946743 53.3433724, -6.2946975 53.3434031, -6.294715 53.3435153, -6.2947154 53.3436183, -6.2946491 53.3436248, -6.2947704 53.3439302, -6.2948224 53.3440454, -6.2952141 53.343993, -6.2955091 53.3439898, -6.295534 53.3440459, -6.2953524 53.3441382, -6.2952619 53.3441218, -6.2952184 53.3441195, -6.2951446 53.3441371, -6.2945092 53.3445674, -6.2942265 53.3447588, -6.2940424 53.3448835, -6.2939253 53.3449774, -6.2937918 53.3450679, -6.2935529 53.3452257, -6.2935339 53.3450703, -6.2935828 53.3447901, -6.2935339 53.3447706, -6.2932011 53.3447792, -6.2927682 53.3447904, -6.2927858 53.3450037))",hospital,Saint Patrick’s University Hospital
"POLYGON ((-6.5283436 53.3321873, -6.528396 53.3320573, -6.5280242 53.3320081, -6.5279725 53.3321383, -6.5283436 53.3321873))",parking,
"POLYGON ((-6.5450456 53.3420789, -6.5448396 53.3418042, -6.5444715 53.341898, -6.5445225 53.3420024, -6.5447785 53.3421532, -6.5450456 53.3420789))",parking,
"POLYGON ((-6.5444573 53.3446654, -6.5444006 53.3446765, -6.5443258 53.344691, -6.544056 53.3442551, -6.5446665 53.3442955, -6.5446504 53.3443659, -6.5442427 53.3443483, -6.5444573 53.3446654))",parking,
"POLYGON ((-6.54588 53.3444754, -6.5458156 53.3444917, -6.5455507 53.3445524, -6.5454597 53.3444068, -6.545144 53.3444792, -6.5450938 53.3444024, -6.5450332 53.3443044, -6.5454441 53.3442882, -6.5457274 53.3442638, -6.54588 53.3444754))",parking,
"POLYGON ((-6.5462221 53.3444156, -6.5460546 53.344227, -6.5459834 53.3442328, -6.5457796 53.3442496, -6.5457357 53.3442532, -6.5459221 53.3445047, -6.5462221 53.3444156))",parking,
"POLYGON ((-6.5465348 53.3443167, -6.5464282 53.344197, -6.5463742 53.3442015, -6.5460773 53.3442261, -6.5462401 53.344419, -6.5465348 53.3443167))",parking,
"POLYGON ((-6.5345827 53.3380262, -6.5345742 53.3379102, -6.5341751 53.3377802, -6.5341366 53.3377867, -6.5328001 53.3381543, -6.5328178 53.3381831, -6.5328525 53.3382306, -6.532957 53.3382044, -6.5331316 53.3384822, -6.5332568 53.338451, -6.5333685 53.3383366, -6.5333799 53.3383349, -6.5340941 53.3381509, -6.5341575 53.338134, -6.5345827 53.3380262))",parking,
"POLYGON ((-6.5331261 53.3388211, -6.5331152 53.3388039, -6.53316 53.3387933, -6.5331994 53.3387845, -6.5332295 53.338772, -6.533248 53.3387509, -6.5332487 53.3387259, -6.5332487 53.3387064, -6.5331284 53.3385168, -6.5329685 53.338552, -6.5326186 53.3386247, -6.5324289 53.338664, -6.5320723 53.3387383, -6.531752 53.3388039, -6.5319182 53.3390716, -6.531929 53.339088, -6.5320646 53.3390705, -6.5328074 53.3389154, -6.5328018 53.3388955, -6.5331261 53.3388211))",parking,
"POLYGON ((-6.5383805 53.3382506, -6.5381153 53.3384217, -6.5380044 53.3383642, -6.5378165 53.3382709, -6.5378267 53.3382335, -6.5377781 53.3382042, -6.5377478 53.3381268, -6.537679 53.3380199, -6.5379763 53.337982, -6.5379965 53.3379784, -6.5382161 53.3379532, -6.5382395 53.3379945, -6.5382436 53.3380507, -6.5382653 53.3380923, -6.5382875 53.3381345, -6.5383177 53.3381621, -6.5383272 53.3382207, -6.5383805 53.3382506))",parking,
"POLYGON ((-6.2748189 53.2995079, -6.2753124 53.2997147, -6.2753339 53.2997596, -6.2753178 53.2998494, -6.2752748 53.2999728, -6.2752346 53.3000113, -6.2751756 53.3000642, -6.2742154 53.2999007, -6.2745587 53.2996554, -6.2747016 53.299534, -6.2748189 53.2995079))",parking,
"POLYGON ((-6.3114793 53.2202412, -6.311356 53.2202605, -6.3112369 53.2202524, -6.3111794 53.2202339, -6.3114793 53.2202412))",parking,
"POLYGON ((-6.2833263 53.2815492, -6.2833102 53.2815973, -6.2824895 53.2814787, -6.2825082 53.2814322, -6.2833263 53.2815492))",parking,
"POLYGON ((-6.2821649 53.281514, -6.2815239 53.2815412, -6.2814809 53.2813408, -6.2812047 53.2813488, -6.281202 53.2813231, -6.2816023 53.2813017, -6.2818447 53.2812887, -6.2820873 53.2812757, -6.28213 53.2812734, -6.2821649 53.281514))",parking,
"POLYGON ((-6.2822937 53.2812077, -6.2811188 53.2812654, -6.2811108 53.2812125, -6.2821917 53.2811611, -6.2821998 53.280919, -6.2822937 53.280919, -6.2822937 53.2812077))",parking,
"POLYGON ((-6.2841785 53.2812249, -6.2840106 53.2813111, -6.2839913 53.2812987, -6.2837927 53.2813955, -6.2839231 53.2814644, -6.2840693 53.2815653, -6.2841559 53.2815212, -6.284257 53.2814739, -6.2841819 53.2814161, -6.2842543 53.281376, -6.2842207 53.2813091, -6.2841785 53.2812249))",parking,
"POLYGON ((-6.30627 53.2722995, -6.306053 53.272484, -6.3058522 53.2723995, -6.3060693 53.272215, -6.30627 53.2722995))",parking,
"POLYGON ((-6.3056635 53.272228, -6.3051677 53.2721317, -6.3050746 53.2723031, -6.3054643 53.2723788, -6.3054911 53.2723293, -6.3055973 53.2723499, -6.3056635 53.272228))",parking,
"POLYGON ((-6.2698246 53.3423338, -6.2692909 53.3423755, -6.2692247 53.3423784, -6.2691916 53.3423723, -6.2691246 53.3423137, -6.2694409 53.3422337, -6.2696478 53.342191, -6.2696742 53.342184, -6.2697844 53.3421737, -6.2698273 53.3421705, -6.2698595 53.3421881, -6.2698246 53.3423338))",parking,
"POLYGON ((-6.2676416 53.3030791, -6.2674791 53.3033077, -6.2673888 53.3032848, -6.2669803 53.3031811, -6.2671428 53.3029525, -6.2676416 53.3030791))",parking,
"POLYGON ((-6.2880394 53.3214486, -6.2879106 53.3213061, -6.2871784 53.3215448, -6.287114 53.3215031, -6.2862986 53.3217627, -6.2863227 53.3217858, -6.2865159 53.3219709, -6.2870255 53.3218139, -6.2870255 53.3217466, -6.2872991 53.3216569, -6.2873259 53.3216858, -6.2880394 53.3214486))",parking,Mount Argus Car Park
"POLYGON ((-6.310248 53.3091557, -6.3103844 53.3092875, -6.3100177 53.3094347, -6.3098688 53.3092938, -6.310248 53.3091557))",parking,
"POLYGON ((-6.3693874 53.3514988, -6.3683711 53.3513701, -6.3683804 53.351353, -6.3681885 53.3513346, -6.3679069 53.3513003, -6.3678702 53.3512237, -6.3678625 53.3512082, -6.3678472 53.3511541, -6.367875 53.3511567, -6.3681547 53.3511994, -6.3682023 53.3512035, -6.3684048 53.3512152, -6.3686011 53.3512254, -6.3686145 53.3511979, -6.3694446 53.3513054, -6.3694289 53.3513469, -6.3694268 53.3513523, -6.3693888 53.3514937, -6.3693874 53.3514988))",parking,
"POLYGON ((-6.3492903 53.3423881, -6.3493088 53.3424205, -6.3494449 53.342473, -6.3493808 53.342532, -6.349319 53.3425909, -6.3491768 53.3425421, -6.3491307 53.3425457, -6.3492147 53.3424698, -6.3492903 53.3423881))",parking,
"POLYGON ((-6.3400212 53.3219259, -6.339407 53.32224, -6.3393534 53.3222031, -6.3392219 53.3222816, -6.3395009 53.3224899, -6.3395089 53.3225187, -6.3393829 53.3226036, -6.339238 53.3226565, -6.3393319 53.3227158, -6.3394687 53.3226773, -6.3396511 53.3225876, -6.3396886 53.3226261, -6.3402354 53.3224882, -6.3404289 53.3224082, -6.3403914 53.3223697, -6.340458 53.3223429, -6.3403252 53.3222196, -6.3402729 53.3222404, -6.3401308 53.3221114, -6.3401983 53.3220781, -6.3400212 53.3219259))",parking,
"POLYGON ((-6.3174274 53.3164464, -6.3173202 53.3164904, -6.3170828 53.3166795, -6.3170439 53.3167308, -6.3168883 53.3166739, -6.3168991 53.3166282, -6.3169594 53.3164952, -6.3169715 53.3164656, -6.3169929 53.316448, -6.3170332 53.3164319, -6.3170734 53.3164183, -6.3171056 53.3164151, -6.3172936 53.3164299, -6.3174274 53.3164464))",parking,
"POLYGON ((-6.3334201 53.3166098, -6.3328542 53.3166194, -6.3330097 53.3167572, -6.3330473 53.3167812, -6.3330687 53.3167892, -6.3330956 53.3167989, -6.3331251 53.3168005, -6.3331626 53.3168005, -6.3331894 53.3167957, -6.333219 53.3167764, -6.3332485 53.3167572, -6.3334201 53.3166098))",parking,
"POLYGON ((-6.3163745 53.3190419, -6.3166761 53.3192137, -6.3169057 53.3192875, -6.3163029 53.3198005, -6.3160225 53.3196869, -6.3159689 53.3196356, -6.315728 53.3194119, -6.3160696 53.3192313, -6.3161582 53.3192251, -6.3163745 53.3190419))",parking,
"POLYGON ((-6.5613957 53.1802301, -6.5613743 53.18014, -6.5612831 53.1800725, -6.5611436 53.1800757, -6.5611168 53.1802654, -6.5610309 53.1804455, -6.5611168 53.1805741, -6.5613323 53.1803083, -6.5613957 53.1802301))",parking,Glen Ding
"POLYGON ((-6.29165 53.3199646, -6.2914666 53.3198723, -6.292125 53.3193605, -6.292457 53.3195163, -6.2924855 53.3194956, -6.2930674 53.3190718, -6.2925338 53.3188187, -6.292563 53.3187961, -6.2926472 53.3187311, -6.2927743 53.3187624, -6.2935913 53.3191213, -6.2930045 53.3194857, -6.2928596 53.3195284, -6.2926474 53.3195334, -6.2921536 53.3198447, -6.2917551 53.3200192, -6.29165 53.3199646))",parking,
"POLYGON ((-6.5393709 53.3436949, -6.539173 53.3435167, -6.5394796 53.3433903, -6.5395791 53.3434525, -6.5397017 53.3433903, -6.5394611 53.3432694, -6.5391107 53.3434288, -6.5389926 53.3434752, -6.5391858 53.3437404, -6.5393709 53.3436949))",parking,
"POLYGON ((-6.5446849 53.3440703, -6.5446749 53.3440283, -6.5447294 53.3439879, -6.5447235 53.3439565, -6.5447068 53.3438386, -6.5446513 53.3438148, -6.5446264 53.3436742, -6.5441733 53.3437025, -6.5441356 53.3436924, -6.5441097 53.3436703, -6.5440901 53.343516, -6.5433969 53.3435586, -6.5433596 53.3435446, -6.5428219 53.3431502, -6.5423173 53.3432523, -6.5423901 53.3433854, -6.5420437 53.343456, -6.5420663 53.3434945, -6.542139 53.343625, -6.5425455 53.343537, -6.5426112 53.3436628, -6.5426842 53.3437049, -6.5426403 53.3437363, -6.542777 53.3438047, -6.542821 53.3437735, -6.5428491 53.3437893, -6.5427697 53.3438639, -6.5427333 53.3438282, -6.5426148 53.3438727, -6.5423305 53.3439748, -6.5423684 53.3440108, -6.5423103 53.344033, -6.5424491 53.3441621, -6.5425444 53.3441604, -6.5425889 53.3441549, -6.5426375 53.3441437, -6.542763 53.344103, -6.5427986 53.3441382, -6.5430508 53.3440474, -6.5430863 53.3440315, -6.5431034 53.3440049, -6.5430998 53.3439667, -6.5430019 53.3438733, -6.5429436 53.3438951, -6.54294 53.3438702, -6.5429772 53.3438579, -6.5432029 53.3438194, -6.5432056 53.343855, -6.5433263 53.3439022, -6.5433695 53.3439281, -6.5434179 53.3440545, -6.5434361 53.3440809, -6.5434573 53.3440943, -6.543507 53.3440662, -6.5435647 53.3440913, -6.5436401 53.3440947, -6.5438021 53.3440836, -6.544106 53.3440682, -6.5441713 53.3440999, -6.5446849 53.3440703))",parking,
"POLYGON ((-6.5416118 53.3439341, -6.541596 53.3439071, -6.5415232 53.3439224, -6.5415028 53.3438879, -6.5412642 53.3439381, -6.5412849 53.3439732, -6.5412053 53.34399, -6.541299 53.3441489, -6.5413936 53.344129, -6.5413831 53.3441111, -6.5415153 53.3440832, -6.5414477 53.3439686, -6.5416118 53.3439341))",parking,
"POLYGON ((-6.3836302 53.2655329, -6.3834893 53.2656047, -6.3828329 53.2659388, -6.3827473 53.2658786, -6.3826531 53.2658124, -6.3834504 53.2654066, -6.383542 53.265471, -6.3836302 53.2655329))",parking,
"POLYGON ((-6.3339199 53.3430515, -6.3339976 53.3428859, -6.3337517 53.3428448, -6.333674 53.3430103, -6.3339199 53.3430515))",fuel,Applegreen
"POLYGON ((-6.3521858 53.3473154, -6.3512472 53.3474471, -6.3496774 53.3477417, -6.3495846 53.347724, -6.3490617 53.3477727, -6.3484851 53.3469633, -6.3488217 53.3467988, -6.34928 53.3464502, -6.3495048 53.3463471, -6.3504813 53.346018, -6.3512056 53.3458847, -6.3512884 53.3458881, -6.3513635 53.3459112, -6.3514231 53.3459496, -6.352126 53.346979, -6.3522841 53.347198, -6.3522731 53.3472534, -6.3521858 53.3473154))",college,Ballyfermot Training Centre
"POLYGON ((-6.3793658 53.3311388, -6.3786255 53.3313726, -6.3785767 53.3313609, -6.3779818 53.3308024, -6.3779925 53.33078, -6.3787806 53.3304864, -6.378824 53.3305045, -6.3791137 53.3307736, -6.3792156 53.3309209, -6.3793927 53.3310907, -6.3793658 53.3311388))",parking,
"POLYGON ((-6.3630796 53.3289749, -6.3627249 53.3292273, -6.3626659 53.3292594, -6.3625941 53.3292856, -6.362468 53.3292936, -6.3624037 53.3292888, -6.3620711 53.3291879, -6.3620121 53.3291895, -6.3618055 53.3292103, -6.3611585 53.3292193, -6.3611404 53.3285664, -6.3611484 53.3280041, -6.3614139 53.3280073, -6.3618914 53.3280233, -6.3622374 53.3280522, -6.3624224 53.3278664, -6.3624841 53.3278023, -6.3625512 53.3277542, -6.3625887 53.3277174, -6.362629 53.3276597, -6.362637 53.3276133, -6.3626746 53.32757, -6.3628087 53.3274563, -6.3628543 53.3274098, -6.3636288 53.3274909, -6.363903 53.3276117, -6.3640747 53.3277174, -6.364131 53.3278007, -6.3642242 53.3279378, -6.364249 53.3280137, -6.3642484 53.3280531, -6.3642303 53.3281163, -6.3641196 53.3282197, -6.3639131 53.3283943, -6.3636851 53.3285481, -6.3635275 53.3286449, -6.3630796 53.3289749))",parking,
"POLYGON ((-6.406232 53.3321727, -6.4054412 53.3321826, -6.4054299 53.331857, -6.4055034 53.3318561, -6.4055016 53.3318052, -6.4062189 53.3317963, -6.406232 53.3321727))",parking,
"POLYGON ((-6.406136 53.3330306, -6.4061079 53.3323111, -6.4053713 53.3323235, -6.4054053 53.3330395, -6.406136 53.3330306))",parking,Clondalkin & Fonthill Railway Station Parking
"POLYGON ((-6.4753406 53.3371083, -6.4752969 53.3371552, -6.4752467 53.3371804, -6.4751314 53.3371964, -6.4737367 53.337173, -6.4738082 53.3365851, -6.4738756 53.3365875, -6.4752762 53.3366374, -6.4753755 53.3366919, -6.4754023 53.3367255, -6.4753406 53.3371083))",parking,
"POLYGON ((-6.5681216 53.1420849, -6.5679249 53.1421504, -6.5676415 53.1422448, -6.5675391 53.1421296, -6.5674028 53.1419762, -6.5678958 53.1418201, -6.5681216 53.1420849))",parking,
"POLYGON ((-6.5726857 53.1405678, -6.5723252 53.1406859, -6.5720823 53.1404191, -6.572513 53.1402781, -6.5726553 53.1404345, -6.5725853 53.1404574, -6.5726857 53.1405678))",parking,
"POLYGON ((-6.5399082 53.3370083, -6.5399641 53.336866, -6.5400431 53.3367447, -6.5400395 53.3367316, -6.5403038 53.3368709, -6.5402424 53.3369087, -6.5403882 53.336985, -6.54038 53.3369926, -6.5405996 53.3371368, -6.5404733 53.3372145, -6.5405104 53.33721, -6.540628 53.33722, -6.5406793 53.33723, -6.5407167 53.337253, -6.5406301 53.3373347, -6.5405789 53.3373224, -6.5404903 53.337375, -6.5404468 53.3374024, -6.5404217 53.337416, -6.5405407 53.3374844, -6.5405194 53.3375011, -6.5404136 53.3375685, -6.5403353 53.3375189, -6.5404052 53.337475, -6.5403101 53.3374098, -6.5402377 53.3373704, -6.5403497 53.3373015, -6.5399399 53.3370933, -6.5399747 53.337057, -6.5399082 53.3370083))",parking,
